QID|NUTSID|SJOID|LWVattenID|LW_UUID|nodeLabel|VYNAMN|LW_PopNamn
Q106707147|SE0A11315000000355|630956-136285|WA86678588|DDEB0333-BCDD-4E6C-AB42-3977649C9CC1|badplats Unnen, Unnaryd|Unnen|98000_Unnen_(13.54,56.9)
Q106707151|SE0A11315000000361|631503-134957|WA87441256|6EE9FB9C-A492-49BC-BBC0-4226A07BCA77|badplats Mellanfärgen, Ibro|Mellanfärgen|101000_Mellanfärgen_(13.33,56.93)
Q106707148|SE0A11315000000357|631758-133428|WA35307549|52E95B6B-6B6D-4CC4-B04B-25D92A3745F4|badplats Sjögårdssjön, Torup|Sjögårdssjön|101000_Sjögårdssjön_(13.08,56.95)
Q106707149|SE0A11315000000359|632658-134675|WA91802118|C1AD3FDA-1F2C-4CD5-B102-05BCE4340AA7|badplats Skärshults camping|Stora Skärshultasjön|101000_Stora Skärshultasjön_(13.28,57.04)
Q106710486|SE0241863000003425|663823-142444|WA75999644|E20744F4-FF33-4D4E-B925-AE2BFA669699|badplats Örlingen, Silvergruvans badpla|Örlingen|108000_Örlingen_(14.42,59.88)
Q106710487|SE0241863000003428|663534-143987|WA91126809|BD793AF9-7EEE-4ABE-91DB-ACF0C4BF2853|badplats Bredsjö badplats|Stora Bredsjön|61000_Stora Bredsjön_(14.72,59.84)
Q106710485|SE0241863000003424|661415-142960|WA39693216|3853D4C9-FC87-4FC8-B9C1-3DA4127F7A72|badplats Torrvarpen, Storsand|Torrvarpen|108000_Torrvarpen_(14.5,59.7)
Q106710490|SE0241863000003429|661415-142960|WA39693216|3853D4C9-FC87-4FC8-B9C1-3DA4127F7A72|badplats Torrvarpen, Grythyttans badpla|Torrvarpen|108000_Torrvarpen_(14.5,59.7)
Q106710492|SE0241863000003431|663210-142569|WA67779040|E8AFBB48-5741-4B27-A5C8-D0378D937FB6|badplats Stor-Sången, Sångsbadet|Lill Sången|108000_Lill Sången_(14.46,59.81)
Q106710493|SE0241863000003434|662859-144286|WA17005227|1BBA4448-DBCA-464F-B15B-E88CBA4A6A37|Hjulsjö badplats|Hjulsjön|61000_Hjulsjön_(14.78,59.78)
Q106712198|SE0241863000004859|662130-142921|WA99580978|8654D1A9-C96A-4591-9E6C-F5AE537C16F3|badplats Sörälgens camping|Sör-Älgen|108000_Sör-Älgen_(14.63,59.71)
Q106711858|SE0722361000003970|689488-140401|WA12150077|1B7EF3FD-224B-488C-8278-36F8C1CC68B3|badplats Linsellsjön|Linsellsjön|48000_Linsellsjön_(13.95,62.16)
Q106711859|SE0722361000003971|688032-142039|WA85008253|98AD1C9F-EF94-4BDC-B973-64514DA514ED|badplats Svegssjön, dammen|Svegssjön|48000_Svegssjön_(14.22,62)
Q106711862|SE0722361000003974|688161-142470|WA88571143|8CC99BDE-9F89-4813-8EEC-0FAC765AEE8A|badplats Sandtjärn|Sandtjärnen|48000_Sandtjärnen_(14.36,62.04)
Q106711863|SE0722361000003975|689325-145238|WA15185462|602B6CE8-96BD-44D1-A66E-C90E1ADEE8F7|badplats Sångsjön, Ytterhogdal|Sångsjön|48000_Sångsjön_(14.89,62.14)
Q106711860|SE0722361000003972|685934-141111|WA41694435|B5F47976-A61F-4377-B3A1-AC8DCC43DB4C|badplats Lillhärdal, Orrmosjön|Orrmosjön|48000_Orrmosjön_(14.13,61.81)
Q106711861|SE0722361000003973|686799-141551|WA34613576|A6A259B5-E019-4CF3-8C3E-07E5591B04B0|badplats Härjåsjön, Klubbnäset|Härjåsjön|48000_Härjåsjön_(14.22,61.89)
Q106711864|SE0722361000003976|689594-145514|WA58117509|7260AC19-84AA-41DB-B063-BC534175BF6B|badplats Hoan, Ytterhogdal|Kyrksjön|48000_Kyrksjön_(14.93,62.16)
Q106711918|SE0722361000004138|693830-133467|WA64834617|01524571-22A0-4AA4-A9B2-2917B01AFCCD|badplats Funäsdalssjön|Funäsdalssjön|48000_Funäsdalssjön_(12.56,62.53)
Q106711919|SE0722361000004139|693566-132819|WA45505386|457D55DB-12FE-4B5E-89F8-ABF0DF3BE02A|badplats Tändalssjön|Östersjön|48000_Östersjön_(12.43,62.5)
Q106711922|SE0722361000004142|688923-138003|WA76974264|7CE837A2-AFCD-4383-B47C-79401C85D8A3|badplats Glötesjön|Glötessjön|48000_Glötessjön_(13.49,62.1)
Q106711920|SE0722361000004140|688032-142039|WA85008253|98AD1C9F-EF94-4BDC-B973-64514DA514ED|badplats Herrö|Svegssjön|48000_Svegssjön_(14.22,62)
Q106711921|SE0722361000004141|692462-135112|WA64195934|32CF7DC2-98CF-41ED-8552-6AD29C226385|badplats Lossen, Tjärnbräcka|Lossen|48000_Lossen_(12.79,62.44)
Q106711986|SE0722361000004308|688699-142935|WA89733033|3A351685-0588-4468-9B39-F12BC2B14A03|badplats Nordsjön, Ytterberg|Nordsjön|48000_Nordsjön_(14.47,62.09)
Q106711985|SE0722361000004307|691171-140779|WA22401917|AB842100-15B6-4BAA-8294-3DFE337CF4D1|badplats Veman, Vemhån|Håsjön|48000_Håsjön_(14.02,62.32)
Q106711988|SE0722361000004310|692336-138974|WA53149793|495784E2-7A8F-4717-8708-0647AADDBBD4|Hedevikens camping, Hedeviken|Vågarna|48000_Vågarna_(13.65,62.41)
Q106712067|SE0722361000004435|686799-141551|WA34613576|A6A259B5-E019-4CF3-8C3E-07E5591B04B0|badplats Härjeåsjön, Härjevik|Härjåsjön|48000_Härjåsjön_(14.22,61.89)
Q106712068|SE0722361000004436|692897-136756|WA99845582|431BC638-79DD-4394-977F-3B46EBF6AE9B|badplats Långå|Stortjärnen|48000_Stortjärnen_(13.24,62.45)
Q106711353|SE0712280000003732|696449-160758|WA19051270|310F9778-203E-41D7-99BE-F1A35082E7B9|Snibbens badplats|Mörtsjön|38039_Mörtsjön_(17.88,62.79)
Q106711357|SE0712280000003734|693337-160348|WA13132276|516FC08F-D4DD-4022-8B67-3AE7D0C68B17|badplats Viksjö badplats|Viksjön|39040_Viksjön_(17.81,62.5)
Q106711361|SE0712280000003736|694895-159593|WA88651783|6643CAEB-8503-4951-9B7C-C3E26E5A408F|badplats Brunnesjön, Stigsjö badplats|Brunnesjön|39000_Brunnesjön_(17.65,62.64)
Q106711373|SE0712280000003737|694888-160387|WA31184244|4B21050C-D415-4439-A779-713FCEF44AB6|Brånsvikens badplats|Långsjön|39000_Långsjön_(17.75,62.63)
Q106711376|SE0712280000003739|693852-160247|WA80423937|FEBA727D-DB42-45D0-974F-5F1BD6841F5C|Grötsjöns badplats|Grötsjön|39040_Grötsjön_(17.79,62.54)
Q106706951|SE0A21401000000061|640292-129933|WA74225152|A5D3D1D9-726E-4C44-9E26-B0D9B8D72261|badplats Västra Nedsjön|Västra Nedsjön|108000_Västra Nedsjön_(12.46,57.72)
Q106706948|SE0A21401000000059|639898-128091|WA53946496|94DED03D-6DD3-4DF4-80A8-CD2A26A29775|Sjöholmens badplats|Landvettersjön|108000_Landvettersjön_(12.17,57.68)
Q106706949|SE0A21401000000060|640473-129112|WA25908623|70992B92-17B2-40DF-BA50-A48127D470B1|badplats Hornasjön|Hornasjön|108000_Hornasjön_(12.29,57.72)
Q106706952|SE0A21401000000062|639794-130303|WA20050264|BE976F98-5132-41FD-862C-091F306143E5|Rammsjöns badplats|Rammsjön|106000_Rammsjön_(12.5,57.66)
Q106706953|SE0A21401000000063|639332-129882|WA77383713|D4A89051-D37D-4766-BEE5-033B9AED81B0|Gingsjöns badplats|Gingsjön|106000_Gingsjön_(12.44,57.62)
Q106706946|SE0A21401000000055|639929-127630|WA25906870|39BC1FBA-E731-48EB-BB60-D62630903D4B|Säteriet Hästvikens badplats|Rådasjön|108000_Rådasjön_(12.07,57.67)
Q106706947|SE0A21401000000056|639898-128091|WA53946496|94DED03D-6DD3-4DF4-80A8-CD2A26A29775|badplats Frökens udde|Landvettersjön|108000_Landvettersjön_(12.17,57.68)
Q106707510|SE0441293000000420|624922-136739|WA44607949|6338FD5D-2A70-493D-A451-49F2FC14CDA8|badplats Pickelsjöns badplats|Pickelsjön|88000_Pickelsjön_(13.65,56.35)
Q106707511|SE0441293000000421|624036-137120|WA28309396|857B7E40-37FF-411E-B9C9-D04ECD4DCF9E|badplats Möllerödssjön|Möllerödsjö|88000_Möllerödsjö_(13.72,56.28)
Q106707509|SE0441293000000419|622731-136920|WA15048302|9D5B7744-1DB6-4E31-8E05-750A11730604|badplats Finjasjön, Mjölkalånga|Finjasjön|88000_Finjasjön_(13.7,56.14)
Q106707514|SE0441293000000424|620626-137185|WA24063725|F24C7934-B3D2-4E28-99AA-D68025EC5AFB|Bosarpasjöns badplats|Bosarpasjön|88000_Bosarpasjön_(13.75,55.96)
