,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
859,Q106709283,SE0622034000002692,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622034000002692,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622034000002692'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709283'>link WD</a>
861,Q106709282,SE0622062000002685,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622062000002685,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622062000002685'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709282'>link WD</a>
862,Q106709286,SE0632182000002698,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002698,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002698'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709286'>link WD</a>
865,Q106709287,SE0632182000002699,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002699,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002699'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709287'>link WD</a>
867,Q106709291,SE0632182000002706,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002706,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002706'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709291'>link WD</a>
870,Q106709292,SE0632182000002707,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002707,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632182000002707'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709292'>link WD</a>
878,Q106709312,SE0632121000002719,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632121000002719,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632121000002719'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709312'>link WD</a>
898,Q106709333,SE0632161000002747,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632161000002747,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632161000002747'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709333'>link WD</a>
902,Q106709338,SE0822581000002758,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002758,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002758'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709338'>link WD</a>
906,Q106709341,SE0822581000002761,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002761,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002761'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709341'>link WD</a>
907,Q106709343,SE0822581000002764,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002764,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002764'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709343'>link WD</a>
921,Q106709356,SE0632104000002783,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632104000002783,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632104000002783'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709356'>link WD</a>
923,Q106709363,SE0632104000002786,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632104000002786,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632104000002786'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709363'>link WD</a>
936,Q106709378,SE0812480000002811,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002811,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002811'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709378'>link WD</a>
956,Q106709399,SE0A21494000002854,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000002854,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000002854'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709399'>link WD</a>
958,Q106709403,SE0251907000002867,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251907000002867,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251907000002867'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709403'>link WD</a>
960,Q106709406,SE0611764000002873,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611764000002873,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611764000002873'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709406'>link WD</a>
961,Q106709400,SE0A21494000002856,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000002856,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000002856'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709400'>link WD</a>
964,Q106709405,SE0251907000002871,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251907000002871,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251907000002871'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709405'>link WD</a>
980,Q106709486,SE0632183000002903,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002903,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002903'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709486'>link WD</a>
982,Q106709490,SE0632183000002907,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002907,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002907'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709490'>link WD</a>
991,Q106709508,SE0632183000002916,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002916,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002916'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709508'>link WD</a>
993,Q106709513,SE0632183000002919,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002919,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002919'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709513'>link WD</a>
994,Q106709515,SE0632183000002921,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002921,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002921'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709515'>link WD</a>
996,Q106709517,SE0632183000002922,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002922,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002922'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709517'>link WD</a>
997,Q106709521,SE0632183000002924,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002924,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632183000002924'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709521'>link WD</a>
999,Q49324890,SE0812480000002804,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002804,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002804'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q49324890'>link WD</a>
1007,Q106709082,SE0622085000002443,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622085000002443,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622085000002443'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709082'>link WD</a>
1012,Q106709085,SE0622085000002446,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622085000002446,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622085000002446'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709085'>link WD</a>
1053,Q106709134,SE0241885000002511,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241885000002511,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241885000002511'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709134'>link WD</a>
1059,Q106709140,SE0241882000002518,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002518,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002518'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709140'>link WD</a>
1060,Q106709141,SE0241882000002519,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002519,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002519'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709141'>link WD</a>
1061,Q106709142,SE0241882000002520,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002520,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002520'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709142'>link WD</a>
1063,Q106709137,SE0241882000002514,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002514,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002514'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709137'>link WD</a>
1065,Q106709145,SE0241882000002524,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002524,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002524'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709145'>link WD</a>
1067,Q106709150,SE0241861000002531,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241861000002531,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241861000002531'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709150'>link WD</a>
1068,Q106709144,SE0241882000002522,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002522,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000002522'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709144'>link WD</a>
1069,Q106709152,SE0241861000002534,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241861000002534,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241861000002534'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709152'>link WD</a>
1071,Q106709151,SE0241861000002532,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241861000002532,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241861000002532'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709151'>link WD</a>
1077,Q106709164,SE0251980000002541,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002541,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002541'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709164'>link WD</a>
1078,Q106709167,SE0251980000002552,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002552,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002552'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709167'>link WD</a>
1079,Q106709165,SE0251980000002550,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002550,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002550'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709165'>link WD</a>
1080,Q106709166,SE0251980000002551,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002551,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000002551'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709166'>link WD</a>
1086,Q106709171,SE0251962000002556,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251962000002556,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251962000002556'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709171'>link WD</a>
1092,Q106709179,SE0241883000002567,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002567,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002567'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709179'>link WD</a>
1093,Q106709180,SE0241883000002568,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002568,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002568'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709180'>link WD</a>
1094,Q106709182,SE0241883000002570,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002570,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002570'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709182'>link WD</a>
1095,Q106709181,SE0241883000002569,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002569,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002569'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709181'>link WD</a>
1096,Q106709183,SE0241883000002571,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002571,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241883000002571'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709183'>link WD</a>
1097,Q106709186,SE0251983000002579,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251983000002579,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251983000002579'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709186'>link WD</a>
1115,Q106708001,SE0A21498000000898,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21498000000898,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21498000000898'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708001'>link WD</a>
1119,Q106708005,SE0A21494000000916,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000000916,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000000916'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708005'>link WD</a>
1122,Q106708009,SE0A21499000000925,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21499000000925,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21499000000925'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708009'>link WD</a>
1123,Q106708010,SE0A21494000000926,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000000926,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000000926'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708010'>link WD</a>
1132,Q106708020,SE0A21492000000938,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21492000000938,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21492000000938'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708020'>link WD</a>
1140,Q106708043,SE0A21494000000947,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000000947,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21494000000947'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708043'>link WD</a>
1141,Q106708046,SE0A21463000000952,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000952,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000952'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708046'>link WD</a>
1144,Q106708045,SE0A21463000000950,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000950,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000950'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708045'>link WD</a>
1145,Q106708050,SE0A21463000000958,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000958,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000958'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708050'>link WD</a>
1147,Q106708048,SE0A21463000000955,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000955,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000955'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708048'>link WD</a>
1182,Q106708090,SE0A21471000001028,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001028,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001028'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708090'>link WD</a>
1183,Q106708088,SE0A21471000001026,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001026,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001026'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708088'>link WD</a>
1184,Q106708091,SE0A21471000001029,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001029,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001029'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708091'>link WD</a>
1185,Q106708089,SE0A21471000001027,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001027,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001027'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708089'>link WD</a>
1188,Q106708092,SE0A21471000001030,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001030,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21471000001030'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708092'>link WD</a>
1194,Q106708110,SE0A21441000001041,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000001041,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000001041'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708110'>link WD</a>
1195,Q106708108,SE0A21441000001039,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000001039,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000001039'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708108'>link WD</a>
1196,Q106708109,SE0A21441000001040,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000001040,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000001040'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708109'>link WD</a>
1209,Q106711089,SE0A21435000003645,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000003645,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000003645'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711089'>link WD</a>
1216,Q106711123,SE0622061000003665,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622061000003665,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622061000003665'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711123'>link WD</a>
1222,Q106711133,SE0812421000003679,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812421000003679,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812421000003679'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711133'>link WD</a>
1261,Q106711390,SE0A11383000003765,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000003765,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000003765'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711390'>link WD</a>
1262,Q106711411,SE0441267000003768,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000003768,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000003768'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711411'>link WD</a>
1264,Q106711413,SE0A11382000003773,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000003773,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000003773'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711413'>link WD</a>
1270,Q106711426,SE0611780000003824,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000003824,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000003824'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711426'>link WD</a>
1272,Q106711453,SE0611766000003826,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611766000003826,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611766000003826'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711453'>link WD</a>
