,wikidata,country,bathwateridentifier,status,eionet
1896,Q107122924,bg,BG3320353120008019,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BG3320353120008019
1897,Q107122885,bg,BG3321707257008007,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BG3321707257008007
1898,Q107122864,bg,BG3411551500002008,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.BG3411551500002008
1899,Q48743664,hr,HR-BWC-COAST-HR4-3133,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.HR-BWC-COAST-HR4-3133
1900,Q106708649,se,SE0210382000001727,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210382000001727
1901,Q106708651,se,SE0230581000001730,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001730
1902,Q106708652,se,SE0230581000001732,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001732
1903,Q106708653,se,SE0230581000001737,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001737
1904,Q106708655,se,SE0230581000001743,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001743
1905,Q106708656,se,SE0230581000001746,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001746
1906,Q106708657,se,SE0230581000001747,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001747
1907,Q106708658,se,SE0230581000001748,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001748
1908,Q106708659,se,SE0230581000001749,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001749
1909,Q106708660,se,SE0230581000001752,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001752
1910,Q106708661,se,SE0230581000001753,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001753
1911,Q106708654,se,SE0230581000001740,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001740
1912,Q106708662,se,SE0230581000001754,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001754
1913,Q106708676,se,SE0230580000001756,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001756
1914,Q106708680,se,SE0230580000001761,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001761
1915,Q106708677,se,SE0230580000001757,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001757
1916,Q106708681,se,SE0230580000001762,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001762
1917,Q106708682,se,SE0230580000001763,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001763
1918,Q106708678,se,SE0230580000001758,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001758
1919,Q106708679,se,SE0230580000001760,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001760
1920,Q106708684,se,SE0230580000001766,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001766
1921,Q106708683,se,SE0230580000001765,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001765
1922,Q106708685,se,SE0230580000001767,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001767
1923,Q106708687,se,SE0230580000001770,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001770
1924,Q106708688,se,SE0230580000001776,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001776
1925,Q106708689,se,SE0A21490000001779,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001779
1926,Q106708686,se,SE0230580000001768,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001768
1927,Q106708692,se,SE0A21490000001796,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001796
1928,Q106708695,se,SE0A21490000001800,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001800
1929,Q106708696,se,SE0A21490000001801,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001801
1930,Q106708698,se,SE0A21490000001803,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001803
1931,Q106708693,se,SE0A21490000001798,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001798
1932,Q106708697,se,SE0A21490000001802,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001802
1933,Q106708700,se,SE0A21490000001806,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001806
1934,Q106708694,se,SE0A21490000001799,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001799
1935,Q106708701,se,SE0A21490000001807,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001807
1936,Q106708702,se,SE0A21490000001809,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001809
1937,Q106708699,se,SE0A21490000001805,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001805
1938,Q106708690,se,SE0A21490000001781,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001781
1939,Q106708691,se,SE0A21490000001787,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001787
1940,Q106708703,se,SE0A21490000001810,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001810
1941,Q106708704,se,SE0230580000001812,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001812
1942,Q106708706,se,SE0230580000001814,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001814
1943,Q106708707,se,SE0230580000001815,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001815
1944,Q106708705,se,SE0230580000001813,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001813
1945,Q106708710,se,SE0230580000001816,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001816
1946,Q106708711,se,SE0230580000001817,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001817
1947,Q106708714,se,SE0230580000001820,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001820
1948,Q106708715,se,SE0230580000001822,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001822
1949,Q106708716,se,SE0A21440000001824,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21440000001824
1950,Q106708717,se,SE0A21440000001826,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21440000001826
1951,Q106708719,se,SE0A21440000001828,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21440000001828
1952,Q106708712,se,SE0230580000001819,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001819
1953,Q106708720,se,SE0110180000001838,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001838
1954,Q106708721,se,SE0110180000001839,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001839
1955,Q106708718,se,SE0A21440000001827,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21440000001827
1956,Q106708722,se,SE0110180000001841,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001841
1957,Q106708723,se,SE0110180000001842,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001842
1958,Q106708724,se,SE0110180000001845,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001845
1959,Q106708725,se,SE0110180000001849,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001849
1960,Q106708728,se,SE0230583000001855,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001855
1961,Q106708726,se,SE0110180000001851,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001851
1962,Q106708727,se,SE0230583000001852,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001852
1963,Q106708738,se,SE0230583000001856,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001856
1964,Q106708747,se,SE0110180000001867,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001867
1965,Q106708748,se,SE0110180000001868,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001868
1966,Q106694967,se,SE0230583000001857,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001857
1967,Q106708744,se,SE0230583000001860,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001860
1968,Q106708743,se,SE0230583000001859,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001859
1969,Q106708745,se,SE0230583000001861,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001861
1970,Q106708746,se,SE0230583000001862,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001862
1971,Q106708751,se,SE0A21452000001876,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001876
1972,Q106708742,se,SE0230583000001858,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230583000001858
1973,Q106708749,se,SE0A21452000001873,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001873
1974,Q106708750,se,SE0A21452000001875,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001875
1975,Q106708753,se,SE0A21452000001878,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001878
1976,Q106708752,se,SE0A21452000001877,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001877
1977,Q106708759,se,SE0A21452000001884,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001884
1978,Q106708761,se,SE0A21452000001885,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001885
1979,Q106708763,se,SE0A21487000001887,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21487000001887
1980,Q106708758,se,SE0A21452000001883,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001883
1981,Q106708762,se,SE0A21452000001886,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001886
1982,Q106708766,se,SE0220486000001892,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001892
1983,Q106708767,se,SE0220486000001894,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001894
1984,Q106708768,se,SE0220486000001896,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001896
1985,Q106708769,se,SE0220486000001897,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001897
1986,Q106708756,se,SE0A21452000001880,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001880
1987,Q106708770,se,SE0220486000001898,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001898
1988,Q106708771,se,SE0220486000001902,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001902
1989,Q106708754,se,SE0A21452000001879,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21452000001879
1990,Q106708773,se,SE0220486000001903,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001903
1991,Q106708765,se,SE0A21487000001889,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21487000001889
1992,Q106708774,se,SE0220486000001904,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001904
1993,Q106708775,se,SE0220486000001905,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001905
1994,Q106708777,se,SE0220486000001908,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001908
1995,Q106708778,se,SE0220486000001909,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001909
1996,Q106708779,se,SE0220486000001910,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001910
1997,Q106708780,se,SE0220486000001912,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001912
1998,Q106708781,se,SE0220486000001913,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220486000001913
1999,Q106708782,se,SE0230512000001914,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230512000001914
2000,Q106712008,se,SE0441293000004369,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441293000004369
2001,Q106712009,se,SE0611761000004371,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000004371
2002,Q106712010,se,SE0611761000004373,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000004373
2003,Q106712011,se,SE0611761000004374,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000004374
2004,Q106712012,se,SE0611761000004375,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000004375
2005,Q106712013,se,SE0611761000004376,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000004376
2006,Q106712014,se,SE0920764000004377,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920764000004377
2007,Q106712016,se,SE0210305000004379,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000004379
2008,Q106712015,se,SE0441293000004378,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441293000004378
2009,Q106712018,se,SE0110136000004380,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000004380
2010,Q106712020,se,SE0812482000004381,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812482000004381
2011,Q106712021,se,SE0622080000004382,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622080000004382
2012,Q106712033,se,SE0622080000004383,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622080000004383
2013,Q106712034,se,SE0622080000004384,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622080000004384
2014,Q106712035,se,SE0920780000004385,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000004385
2015,Q106712037,se,SE0920780000004390,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000004390
2016,Q106712036,se,SE0A21487000004386,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21487000004386
2017,Q106712038,se,SE0920780000004391,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920780000004391
2018,Q106712039,se,SE0241882000004392,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241882000004392
2019,Q106712040,se,SE0930884000004395,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930884000004395
2020,Q106712041,se,SE0A11383000004398,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000004398
2021,Q106712043,se,SE0441273000004400,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441273000004400
2022,Q106712044,se,SE0441233000004403,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000004403
2023,Q106712045,se,SE0441283000004404,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000004404
2024,Q106712046,se,SE0930881000004405,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930881000004405
2025,Q106712047,se,SE0632181000004406,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632181000004406
2026,Q106712048,se,SE0812480000004412,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004412
2027,Q106712049,se,SE0812480000004413,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004413
2028,Q106712050,se,SE0812480000004414,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004414
2029,Q106712051,se,SE0812480000004415,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004415
2030,Q106712052,se,SE0822580000004416,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822580000004416
2031,Q106712053,se,SE0930880000004417,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000004417
2032,Q106712054,se,SE0812480000004418,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004418
2033,Q106712055,se,SE0812480000004419,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004419
2034,Q106712057,se,SE0812480000004420,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004420
2035,Q106712058,se,SE0812480000004422,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000004422
2036,Q106712059,se,SE0A21435000004425,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000004425
2037,Q106712060,se,SE0241860000004426,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241860000004426
2038,Q106712061,se,SE0611762000004428,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611762000004428
2039,Q106712063,se,SE0241860000004430,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241860000004430
2040,Q106712062,se,SE0441267000004429,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000004429
2041,Q106712064,se,SE0930880000004431,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000004431
2042,Q106712065,se,SE0930880000004432,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000004432
2043,Q106712066,se,SE0930880000004434,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000004434
2044,Q106712067,se,SE0722361000004435,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0722361000004435
2045,Q106712068,se,SE0722361000004436,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0722361000004436
2046,Q106712069,se,SE0632184000004437,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632184000004437
2047,Q106712070,se,SE0910680000004439,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910680000004439
2048,Q106712071,se,SE0A21441000004440,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21441000004440
2049,Q106712073,se,SE0110139000004442,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110139000004442
2050,Q106712072,se,SE0210360000004441,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210360000004441
2051,Q106712074,se,SE0110139000004443,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110139000004443
2052,Q106712075,se,SE0241885000004444,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241885000004444
2053,Q106712076,se,SE0230581000004446,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000004446
2054,Q106712077,se,SE0230581000004447,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000004447
2055,Q106712080,se,SE0A21480000004452,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000004452
2056,Q106712081,se,SE0A21480000004453,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000004453
2057,Q106712082,se,SE0251980000004455,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000004455
2058,Q106712084,se,SE0241885000004462,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241885000004462
2059,Q106712083,se,SE0632104000004461,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632104000004461
2060,Q106712085,se,SE0622029000004467,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622029000004467
2061,Q106712086,se,SE0622031000004469,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622031000004469
2062,Q106712095,se,SE0A21461000004470,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21461000004470
2063,Q106712096,se,SE0632161000004471,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0632161000004471
2064,Q106712097,se,SE0930840000004472,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930840000004472
2065,Q106712098,se,SE0220480000004481,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220480000004481
2066,Q106712099,se,SE0230580000004482,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000004482
2067,Q106712100,se,SE0210305000004484,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210305000004484
2068,Q106712101,se,SE0930880000004488,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930880000004488
2069,Q106712102,se,SE0722380000004491,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0722380000004491
2070,Q106712103,se,SE0622039000004492,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622039000004492
